留言编号,留言用户,留言主题,留言时间,留言详情,反对数,点赞数
253608,A00078335,请问A市星沙新客运站选址定了吗,2019/2/19 13:56:18,"
					
					请问星沙新客运站选址定了吗，老汽车站已经不能满足人民需求
					
					
				",0,17
253636,A00034762,投诉A市晟福兴汝金城二期涉嫌虚假宣传,2019/5/26 12:56:35,"
					
					我们是A市晟福兴汝金城小区二期的购房者，小区于2019年2月25日安排业主收房，业主在收房过程中发现建造效果与当初宣传设计存在严重差距。房子的种种质量问题、安全问题实在令大家担忧！老百姓买房不容易，这些问题关系到我们数百家庭的居住、民生保障等一系列的切实利益，请督促西地省晟福集团有限公司开发商整改问题，保证我们业主的权益！问题汇总如下：一、小区绿化置业顾问宣传及小区效果图都宣传二期小区景观绿化标准与一期相同，二期绿化率达45.2%，但实际交付时却存有天壤之别！具体列举如下：（1）大乔亩换成小树苗；（2）中心水景凭空消失；（3）绿化率远未达到预售时书面标明的45.2%；（4）凭空增加大量硬质铺装及植草砖；（5）到处有黄泥积水，坑坑洼洼；（6）人行路面不平整，地砖质量差，已有多处破损、积水、脱砖；整改要求：1.拆除所有植草砖，恢复为绿化（绿化应包含乔亩、花植、灌木、草地等）；2.增设沙盘图显示的水观景致；3.拆除12栋前面的绿化围栏，恢复绿化缓坡；4.整改人行道，提高地砖的施工质量，减少脱砖、松动、断裂情况；二、排水设施排水设施简陋，无合理规划的硬化排水系统，临时返工添加小排水管、挖排水沟（那么小的水管，可以装下几颗泥沙？不用多久就会堵塞，完全敷衍了事！）整改要求：1.整个二期须增加可靠排水系统，整改过程由业主代表、物业公司、开发商监督方共同监督；2.排水沟需要拓宽、硬化，保证排水正常，无地面积水、堵管道现象发生；三．顶楼及地下车库漏水严重顶楼漏水情况极其严重，潦草交房，毫无责任心可言！地下车库漏水情况特别严重，水流成河，顶上水印多处可见，如此质量，将严重影响日后业主们的日常生活！整改要求：1.对顶楼漏水业主房屋进行防水整改，确保无房屋漏水现象发生；2.地下车库重新做防水工程，确保无漏水现象发生；四．133、138实际户型与合同户型图严重不符1.入户设计被修改开发商表示更改户型设计有进行公示，但是相关业主并未收到任何通知，无从知晓公示事宜！133、138户型合同与实际交付比对图如下图所示，以该图为例，合同图上显示入户门与餐厅东边墙面成一条直线，然而实际交付的情况是：入户门向西凹进去一段距离，入户门外的防火门与餐厅东边墙面成一条直线，造成餐厅区域的空间变动且占用套内面积，使用极不方便！整改要求：开发商对占用的入户门面积进行归还，去除现有防火门和入户门，原防火门位置更改为符合规范gb50016要求的防火防盗门作为入户门；2.落地窗被私自修改为普通窗户整改要求：1）将普通窗户整改成符合标准的原有落地窗；2）若无法整改则应对业主进行赔偿；五．13栋地下室高度不合格整改要求：1.对相关管道路线进行变更，且须确保业主出行的安全；2.若无法实现，则开发商无条件答应业主的退房要求，所发生的一切费用均由开发商承担；六．电梯问题1.电梯质量问题多部电梯经常无法正常工作，安全隐患重重！多部电梯按键底盘不稳！2.电梯通风管道问题顶楼的电梯通风管道口朝向楼道，对业主造成严重的噪音影响。整改要求：1.对每部电梯重新仔细检查、测试，已有出现质量问题的请和厂家沟通换新！2.将所有按键底盘重新安装牢固，不得出现歪斜、不平整的情况！3.对通风管道进行整改，不能朝向楼道，必须朝向楼外！七．电表箱安装存在安全隐患11、12、13、14楼栋部分楼层的电表箱集中安装在业主门口（而正常的是安装在了楼梯间），大片的电路设备安装不仅影响入户的美感，也将给业主的生活带来极大的安全隐患，时刻危害业主的人身安全及财产安全，一旦发生事故，后果不敢想象，而这些不利因素完全没有在开发商出示的不利因素告知书中显示。整改要求：1.将电表箱迁移到配电间或者楼梯间（已知的业主有12栋1504，11栋1103，11栋904，14栋1103，12栋503）八．95㎡户型客厅中间顶部有根很高的结构梁95户型客厅中间的结构梁横跨客厅，约40cm高，宣传中未说明。造成后期装修特别麻烦，且非常影响客厅观感效果；另外，客厅中间有梁，还会对风水造成影响，严重影响业主的生活品质！整改要求：1.若无法更改，则对相应户型业主进行相关补偿或者答应业主的退房要求。九、入户大堂走道未达到消防要求消防要求装修完后入户大堂走道要最少1100mm，实测只有1000mm，楼梯间下负一层，规范要求楼梯段2200mm，休息平台2000mm，实测只有1900mm。十、电井相邻的内墙未作隔音处理设计图纸中，与电梯井道相邻的住宅室内墙面需做隔音处理，交付时没有相关处理。拨打12345电话一直无人处理，辛辛苦苦这么多年才能买房，房子有质量问题实在是心痛，投诉无门内心更是煎熬，希望领导能帮帮我们，督促西地省晟福集团有限公司尽快整改，还我们一个幸福家园。
					
					
				",0,0
253650,A0005911,咨询A市士官转业政策,2019/4/24 13:02:00,"
					
					您好！本人妻子结婚前已在A市工作多年，社保缴纳超过24个月，后通过购房落户A市，并且在落户后办理的相关结婚手续。请问这种情况是否符合士官转业相关政策，本人能否转业安置到A市？同时想向您咨询A市关于士官转业安置政策的相关内容及要求，谢谢！
					
					
				",0,0
253676,A00090443,A7县历史遗留问题得不到妥善解决,2019/8/2 10:22:05,"
					
					各位领导好：现在A7县政府门口坐了一大批星沙当时腾出土地搞开发的原住民，具父辈长辈口中得知，1992年拆迁实施，拖欠至1998年，6年的经济差距跟钱币贬值让人无法接受，当时说的让农民腾出徒土地来，借一碗水还一桶油，结果到现在土地补偿费一直都没有给到，穷了A7县第一批让地搞开发的农民真是让人心寒，已经闹腾了很久了，这个事情不是一天两天了，已经很多年了一直都没有解决，真的是一手遮天。40.50的老人没有收入来源，60.70年的没有养老保险跟保障，80.90的找不到工作，这些都是A市现在政府扶持的好呀，全国500强闲城连这点事情都解决不好吗，一只拖拖拖，办事效率也不怎么样，我一个90后对A7县都失望了，哎。
					
					
				",0,0
253708,A909158,A市福天藏郡莫名出现好几家建材店，每天人多嘈杂,2019/3/27 18:07:41,"
					
					我是福天藏郡的业主，自从我们小区交房以后，小区住宅楼一楼就莫名出现好几家建材店。每天人多嘈杂，影响环境不说，以后我们业主住进新房以后，我们都不敢让小孩子在一楼玩耍，甚至不敢让小孩子单独乘电梯回家，安全隐患很大！因为我们小区没有架空层，一楼就是业主家，我想那些住在一楼的业主，每天家门口人来人往，也根本没有安全和隐私可言。我们买房子就是为了好好生活，现在连安全都成问题，小区住宅楼怎么能擅自用作商业经营呢？我想请我们暮云街道和工商、城管执法部门帮我们解决一下这个问题，给我们一个良好的生活环境，谢谢！
					
					
				",0,0
253718,A00096110,请加强对A4区捞刀河堤的管理,2019/5/20 17:34:08,"
					
					A市去年对A4区A1区北路至A4区大道段捞刀河堤进行了改造，既提高了防洪抗灾能力，又给市民提供了休闲锻炼新去处，老百姓交口称赞办了件大实事。但是工程虽然没有完全竣工，又出现不少不和谐的因素，例如：大堤路面被车辆压得坑坑洼洼（靠近京广线段）；大理石栏杆被撞烂、撞断，地面麻石板多处被压破；护坡有些地方草比花高、无人打理；特别是到了夜晚，整个大堤新装的路灯就成了摆设，给老百姓的交通出行带来了很大的不安全隐患。既然政府花费巨资修建这么好的便民工程，好事就要办好，请相关部门加强河堤的后续管理和维护，给老百姓带来真正的便利、实在的好处。
					
					
				",0,0
253725,A00082882,A5区建发泱玺雅苑学区划分不合理,2019/5/7 15:59:35,"
					
					我们是A5区砂子塘小学本部旁“建发泱玺雅苑”楼盘的业主，“建发泱玺雅苑”楼盘推广名称为“建发央玺”，位于A5区C5市中路与黄土岭路的西南角。前期，A5区教育局基础教育科单方面给了非正式的回复，把“建发泱玺雅苑”楼盘的对应学区划到了A5区亭小学（2018年提出提质改造，目前尚未动工，过渡期间在砂子塘小学第六都校区联合办学）。在深入学习贯彻教育部、西地省教育厅、A市教育局和A5区教育局的相关政策文件后，我们认为应该全面贯彻党的教育方针。为保障儿童入学安全，参照A5区区域内教育规划布局、历史沿革、办学规模、周边生源结构、交通状况，按照“就近入学”原则，我们向A5区教育局申请——在“建发泱玺雅苑”交房后，小学学区划分为砂子塘小学万博汇校区并陈述我们的理由。从历史沿革来看，“建发泱玺雅苑”楼盘所在地及所在地上的业主子女历来均划在了砂子塘小学（含万博汇校区）。“建发泱玺雅苑”楼盘所在地及周边学区历来均未划入过A5区亭小学。“建发泱玺雅苑”楼盘所在地周边楼盘大都被划入砂子塘小学万博汇校区。根据调研和预测，“建发泱玺雅苑”楼盘的学位需求非常低，建发泱玺雅苑每年学位需求仅为砂子塘小学万博汇校区历年招生人数均值600人的3%，对于砂子塘小学万博汇校区影响非常小。“建发泱玺雅苑”楼盘距离实际就学地砂子塘小学第六都校区有2.1公里且有超过30分钟的步行距离（与各级政策相违背）且有极大的安全隐患，但A5区教育局基础教育科仍以砂子塘小学（含万博汇校区）“学校教学用房严重短缺”为由拒绝了我们的要求。同时我们部分业主代表在市长信箱、区长信箱得到的回复也是相同的理由。经查，砂子塘小学万博汇校区只有一二年级，三四五六年级在砂子塘小学老校区（砂子塘路16号）。砂子塘小学万博汇校区2016—2017学年24个班、2017—2018学年为23个班，2018—2019学年为23个班，没有达到24个班的设计规模。根据教育给的数据，砂子塘小学万博汇校区当前一二年级的班级平均人数只有47人/班，不足50人。因此，砂子塘小学万博汇校区“学校教学用房严重短缺”一说不成立。另外，砂子塘小学老校区2019、2020年小升初将完全化解55人以上的大班额。且据了解，砂子塘小学已经启动了门口门面的回收和改扩建计划，未来有望扩大教学面积。而我们的诉求是在“建发泱玺雅苑”交房后将小学学区划分为砂子塘小学万博汇校区，也就是在2020年秋季入学，在2022年才会对砂子塘小学老校区造成影响，且我们预测每年学位需求对当年招生规模的影响不足3%。因此A5区教育局以“学校教学用房严重短缺”为理由拒绝我们合理的诉求是不合理的。划分“建发泱玺雅苑”楼盘的学区到A5区亭小学（改扩建期间在砂子塘小学第六都校区过渡），导致“建发泱玺雅苑”楼盘到砂子塘小学第六都校区实际就学需要步行超过30分钟，这与“就近入学原则”不符，与国务院办公厅、教育部“路途时间一般不超过半小时”不符，与“我的最大愿望是让小学生步行上学”不符，与A市“一圈两场三道”建设两年行动计划（2018－2019年）中的“15分钟生活圈（包括小学）”不符，与A市教育局党委书记、局长卢鸣鸿在2019年全市教育工作会议上的讲话“15分钟就学圈”不符。综上所述，请各级领导根据“建发泱玺雅苑”楼盘全体业主陈述的情况，在“建发泱玺雅苑”交房后将小学学区划分为砂子塘小学万博汇校区，也就是在2020年秋季入学砂子塘小学万博汇校区。
					
					
				",0,4
253735,A00025441,西地省利聚人普惠投资有限公司涉嫌诈骗巨额资金,2019/4/14 22:57:40,"
					
					您好！请您为百姓做主。请您帮助下上千名百姓，11亿的血汗钱啊，就在A市被一个p2p平台利聚网给骗了！截止到2019年3月份，平台彻底停止兑付，疑似主要控制人于帅跑路！现平台出借人多次寻找经侦、派出所、金融办寻求政府帮助法律保护，但一直未果。恳请政府、恳请胡书记秉公执法帮助百姓讨回血汗钱！将犯罪分子绳之于法！关于A市西地省利聚人普惠投资有限公司涉嫌诈骗巨额资金、侵占等犯罪行为的举报信被举报人：1、西地省利聚人普惠投资有限公司，地址西地省A7县星沙街道楚商世纪鑫城1幢2403，网址https://baidu.com/。办公地址:西地省A市A5区人民中路嘉熙国际中心A座37022. 于帅。西地省利聚人普惠投资有限公司CEO、实际控制人。3. 李明明。西地省利聚人普惠投资有限公司法定代表人。4. 费志刚。西地省利聚人普惠投资有限公司原股东、原法定代表人，创始人。涉嫌的犯罪事实：（一）西地省利聚人普惠投资有限公司涉嫌非法集资的经过西地省利聚人普惠投资有限公司于2014年9月22日在西地省A市注册成立，该公司主要注册人和发起人为费志刚。公司成立后，注册了P2P网站“利聚网”，从事网络借贷业务。“利聚网”对外宣称，该公司主要从事汽车抵押贷款业务，“5重安全保障”“每笔业务都是10万元左右的小额贷款，确保投资分散低风险”“主营业务为机动车抵押、质押贷款，资产易变现，质量有保障”。从而吸引了大量投资者注册该网站账号并在该公司投资理财。据该网站公开资料显示，累计成交额0000-00000000元，为用户赚取收益0000-00000000元，拥有注册用户18983人。另外，据了解，该公司除通过“利聚网”在线上吸引投资人以外，还利用该平台在线下开展理财投资业务。2017年10月27日，费志刚将其股份由350万元减至100万元。深圳市恒福泰资产管理有限公司（法定代表人：李明明，实际控制人为于帅）出资450万元入股该公司成为股东。同时，该公司法定代表为由费志刚变更为李明明。2018年6月25日，费志刚、涂先强、徐文、张升旺等公司创始人退股，北京思诚桓岳征信有限公司入股该公司。至此，西地省利聚人普惠投资有限公司的所有创始股东（均为自然人）已经全部退出该公司，而深圳市恒福泰资产管理有限公司、北京思诚桓岳征信有限公司成为该公司股东。为什么利聚公司的所有自然人股东2018年6月全部退出该公司，而由两家远在深圳、北京的公司接手成为该公司股东？这是因为此时，利聚网为了不断扩大规模、吸引投资，除了有抵押的车贷以外，还大量发布了信用贷、以租金贷等各种形式的贷款标，后期发布的这些标，其中已经有大量的涉嫌是虚假标的。投资人投入利聚网的资金已经被费志刚等公司股东“拆东墙补西墙”，至2018年上半年，公司已经出现资金周转不过来的情况。费志刚等原始股东为了逃避责任，于是将股份转让给了深圳、北京这两家公司。由于深圳、北京这两家公司根据《公司法》等相关规定，承担有限责任。即使将来利聚网的资金出现问题，责任也是由公司承担，而不是由相关股东承担，单位犯罪也要比个人犯罪的后果要轻得多，可以大大减轻这些人的民事责任和刑事责任。所以费志刚等原始股东才采取了此等“金蝉脱壳”之计来规避自己的责任，同时也坑害了广大还被蒙在鼓里的投资人。就在利聚公司包括费志刚在内的所有自然人股东退出公司不久，2018年7月13日，利聚网发布公告称：“公司出现提现困难。7月9日至7月12日期间申请的提现于8月16日处理完毕。2018年7月12日起，平台回款调整为借款人当天实际还款为准，如当天有展期部分会有当天回款情况展示说明，展期最短一个月，最长不超过3个月。”利聚网于2018年7月13日发布的这个公告，包括以下几个方面的意思：一是公司没有钱了，兑付不了钱了；二是在2018年7月12日前，利聚网上所发布的标的的回款，不是以“借款人当天实际还款”为准的。也就是说在2018年7月12日前，即使借款人没有还款，利聚网也在兑付，那么利聚网是拿谁的钱在兑付？利聚网上的标是真实标，还是虚假标，这里边就大有可疑了？2018年7月13日的公告发布后，投资人在该平台申请提现的金额被提示为“审核未通过”，暂不予以提现。有下图为证：这说明两点：第一、利聚公司在官方网站各个投资人账户明明显示有余额的情况下，不予以兑付和提现，涉嫌将本应兑付给各个投资人的资金挪用，构成挪用资金罪。第二、平台存在虚假标，存在将资金“拆东墙，补西墙”的行为，涉嫌构成非法集资罪 。接下来，投资人在利聚公司所投资的标的，被利聚公司单方面宣布“展期”三个月。在展期的三个月里，平台只是支付了所谓被“展期”的标的利息，其目的是拖延时间。2018年9月8日，有利聚公司出借人组织去利聚网办公场地进行沟通，查验借款标是否真实，利聚公司一直用各种借口拒绝出借人查标，阻碍出借人查到借款人真实合同，最后不欢而散；经过很多出借人核查，大部分标是假标，借款人根本没有在利聚网借钱，也没有抵押。2018年10月11日，利聚公司展期3期后到期的借款标均无法回款，提现无法到账，平时无法给出回款时间，一直找各种理由拖延兑付，展期的3个月中，平台负责人于帅一直在官方QQ交流群多次承诺兑付时间，但至今，平台的承诺从未实际履行。（一）西地省利聚人普惠投资有限公司涉嫌的犯罪事实1、利聚公司以及其创始人费志刚、CEO于帅、现任法定代表人李明明涉嫌非法吸收公众存款罪。利聚公司在设立之初，的确存在一些真实的车贷抵押标的。但是，随着投资人的增多、利聚公司创始人费志刚私欲的膨胀，开始增加单个标的金额，在公司投资网站上挂出虚假标的，吸引投资者，并使用“拆东墙，补西墙”这种滚雪球的方式，将之后投资者投入的资金，用于偿还之前投资者的借款。直至冬窗事发，泡沫破灭，给广大投资者造成了严重伤害，坑骗了1万多名投资者的血汗钱，也给社会造成了严重的不稳定因素。利聚公司以及其创始人费志刚、CEO于帅、现任法定代表人李明明涉嫌侵占罪。利聚公司成立的“利聚网”作为P2P平台，按照国家关于p2p平台的定义和规范，“利聚网”应该从事资金撮合业务，投资人投入到“利聚网”的资金是用于出借给真正的出借人，“利聚网”只是作为资金渠道代为保管投资人资金。但是，起码从2018年7月13日开始，“利聚网”就以经营出现困难为由，拒不兑付应该兑付给投资人的资金。按照《刑法》以及相关司法解释的规定，已经构成侵占罪。举报人的诉求：一、请公安机关按照《刑法》《刑事诉讼法》的相关规定，对利聚公司以及其创始人费志刚、CEO于帅、现任法定代表人李明明涉嫌犯罪问题立案侦查。二、请公安机关对利聚公司以及其创始人费志刚、CEO于帅、现任法定代表人李明明的涉案资产查封、冻结、扣押。三、请公安机关保护广大投资人的基本权益，对已追缴的利聚公司以及其创始人费志刚、CEO于帅、现任法定代表人李明明的涉案资产，按比例兑付给投资人。
					
					
				",0,1
253740,A000106679,请问A市人才新政落户人员的档案如何管理？,2019/4/26 9:41:29,"
					
					胡书记您好！我是G市人，去年人才新政落户A市的，目前在A市的国企工作，档案一直放在G市教育局。前不久听别人说档案不放在人才市场就不能计算工龄，请问真的是这样吗？如果是真的，那我不是白上了两年班……T。T请问要怎样才能把档案转放到A市这边的人才市场？打电话给省人才那边，他们说不接收了……不知道要怎么办。请胡书记百忙中解答一下档案寄存和工龄计算的问题，感谢感谢~
					
					
				",0,0
253742,A00032783,A3区枫华府第水改什么时候搞？,2019/2/3 18:28:11,"
					
					家住A3区枫华府第F5栋。小区二年前开始进行自来水水改，本是一件政府造福于民的大好事，但我们小区却不是如此。二年来水改搞搞停停，截止目前还没搞完。今天是2月3日，明天就是除夕了，本想着欢度春节，今天上午开始家里自来水压力就忽大忽小，而且水中满是泥沙无法使用，这样情况前不久也曾出现。物业公司检查发现是自来水公司在小区泵房有问题，他们打了自来水公司电话，我们业主也打了96533，却没回音。明天除夕，本是欢天喜地时，却正常生活都受到影响，请自来水公司也考虑一下群众感受吧，一个小区水改搞了二年多还没搞好，还频繁出现用水问题，换成是你们居于此，作何感想？
					
					
				",0,0
253784,A00074678,A市自梦强数码科技公司虚假宣传，无法退货,2019/12/12 18:31:24,"
					
					11月份从A市自梦强数码科技有限公司购买了一台型号zqm-1的万能彩色打印机，印刷出来的产品表面都是划痕跟一杆一杆，他们售后也已经确认有这些问题 ?印刷的速度，他们在淘宝京东还有机器说明书上写一个小时300-500张他们销售人员也是这样介绍给我的 但是经我们事实操作后 一个小时大概就30-50张 中间差距太大。另外他们销售人员介绍这机子普通铜板纸都可以印刷，但是后面我们发现我们温州当地的普通铜版纸都印不起来。后来他们售后的说这机器有专用的铜版纸 但是这个问题在我购买之前他们完全没有说明。现在我只想退机，售后说他们没有权利给我退机只能换机子，打给销售人员电话不接 微信不回。拿到机器当天就发现印刷出来的产品不达标，我们立马反馈给他们，一直推脱到12月份 。他们吹捧的所谓万能机，其实表面就是一个铁盒子 内部安置一个小小的打印机，看似几百块的东西 竟然能被他们卖到17800 运费还是自己出的。
					
					
				",0,0
253890,A00063953,A4区楚江大道龙福路有人飙车，吵死了,2019/10/18 1:12:22,"
					
					A市A4区楚江大道龙福路凌晨12到2点之间几乎有人开改装机车或跑车飙车发出巨大噪音扰民，搞的附近居民无法睡觉。希望A4区交警严厉查处。
					
					
				",0,0
253923,A00019917,咨询A市住房公积金贷款问题,2019/7/26 20:01:09,"
					
					领导，我户籍是隔壁B市的，在B市有套商业贷款房子（自己的），另还有一套房产是之前我父母过了我名下的，后面还是赠予方式（不是交易形式）还了给他们。我和我父母户籍也没有一起。A市没有房子，现在由于A市工作三年了，想在A市安个家，结果告诉我A市首套房不能用住房公积金贷款，这是为啥？这个政策太没有人情味吧。
					
					
				",0,0
253933,A00041317,A市恒大文化旅游城迟迟不给我退款,2019/3/26 20:27:51,"
					
					本人于2018年9月9日买了A市恒大文化旅游城房子，交了认筹金和首付款（926830元），一直未通知签合同，后因了解到与当初宣传的教育配套不能兑现，于是申请退房，申请了几个月后2019年1月20日终于同意走退房流程，现已两个月钱仍未到账。前期发帖政府出面协调，同意3月底退款，置业顾问明确表示流程已经全部走完，答复3月10日一定退款到位，然而现已经3月底打恒大电话一而再再而三忽悠人，找各种理由推脱，又说要等到四月下旬，还是给不了确切的退款时间，多次打恒大客服电话投诉，无人处理。我是按正常退款程序走完流程，希望政府出面为我们老百姓解决问题，多次拨打12345市民服务热线，然而相关部门踢皮球，没给予任何解决办法，恒大这种处理问题的方式是不道德行为，请求政府出面解决，感激不尽。
					
					
				",0,0
254025,A00033308,A市全装修扰乱市场秩序,2019/7/8 16:26:28,"
					
					我是购买西地省A市A1区鑫苑怡东雅苑一名购房者，A市今年出台了关于进一步推进新建商品住宅全装修建设的通知（长政办函〔2018〕37号）以及市住建委跟市发改委联合发布关于印发《A市新建商品住宅全装修建设实施细则》的通知（[政府发文]〔2018〕48号）、于新建商品住宅全装修价格核算规定的通知（[政府发文]〔2018〕53号），37号文件中规定A1区、A2区、A3区、A4区、A5区（简称内五区）行政区域内新供地的商品住宅项目，采用全装修建设交付的比例不低于70% ；A6区、A7县、A9市、A8县市行政区域内新供地的商品住宅项目，采用全装修建设交付的比例不低于30% 。让我们购房者以为市面将难以购买到毛坯房，退而求次只能购买全装修房，48号文件中规划“限房价、限地价”开发楼盘全装修费不能超过2500一平方米，53号文件中规定公共部分装修、普通入户门、室内排水、强（弱）电的配管、配线，应计入毛坯房价格，不计入全装修价格。但是我购买的鑫苑怡东雅苑开发商无视政府法规，装修费用将公摊面积计入装修费中。以上3个文件漏洞百出，老百姓却血亏20-30万费用。其一37号文中规定内五区建设交付比列比低于70%，今年A市新开楼盘约100个，全装修交付楼盘不到30个楼盘，远远缔约文件中规定70%。其二53号文件规定全装修费复核由第三方机构“咨询单位抽选系统”抽取，政府只负责抽取机构，第三方机构与开发商签订合同，为开发商服务，全装修费用真的能做道公平公正，而且复核结构只需到相关部门备案，而相关部门不对里面内容进行复核，任由开发商乱报价。其三购房者要申请价格复核需提供实际证据，但是市建委、市发委均不能提供造价明细，如何让百姓去找实际性证据？老百姓申请政府公开，已有一个楼盘拿到一份60多页纸造价明细，明细中物品均高于市场行情价格，后期楼盘再去申请政府信息开公，却以不由我单位制作和保管里面拒接提供。其四，53号文中规定“清单内容描述需注明装修内容、部位、其中主要材料及洁具、家具、厨柜、电气设备应标明品牌、规格（设备还须标明技术参数）、材质、颜色、型号、产品系列号”。但是据开发商提供的清单虽然写了品牌但未写型号，同品牌价格有高有低，别到时候给我用的是低价产品报高价格，甚至有些产品直接写个定制或不填写，即无品牌也型号。我们多方向相关部门反映，相关部门给的回复手续合法合规，根本不回答实际的问题。其五，政府发布了政策，但考虑不全面，后期验收及保修期未制定相关政策，后续出了问题将如何保障我们老百姓的利益。既然政府你制定了“游戏”却不制定“游戏规则”来保证公平性。其六，购房合同政府只负责备案，对里面内容不审核，不引用住建部、工商部《购房合同范本》，合同大量存在免责条例及责任不对等条例。我们多次向工商部分反映，楼盘所在工商所以“非格式”合同理由拒绝处理。我们现在20多个全装修楼盘多次向政府反映诉求，政府却不敢面对业主，靠武力驱逐，暴力正压。这种手段不是根本解决问题的办法，政府种种行为让我们老百姓心寒，感觉政府就是在给开发商站台。
					
					
				",0,1
254027,A00022706,A2区月塘路二期和西湖路进度太慢,2019/1/9 10:31:56,"
					
					A2区暮云街道西湖路和月塘路二期，是A2区六纵四横道路规划路段。但实际情况是改两条道路施工进度非常慢，且同时施工。施工前没有给颜家老屋、菖卜塘、石岭塘等几个大队社员留出出村便道，导致一到下雨，社员只能从未完成施工的月塘路、西湖路施工路段出入，泥巴水混在一起，泥泞不堪，行人、摩托车经常摔的惨不忍睹是常有的事。小汽车也经常深陷泥潭打滑，出不来。明知道社员急需这两条道路出入，百姓都盼着道路尽快修通。但就算是连续的太阳天，也没见道路工地上有设备在施工，拖拖拉拉，进度极为缓慢。早就看新闻说18年年底月塘路二期、西湖路争取修通，看来又是奢望了。我想恳请政府，请督促下暮云经开区作为承建单位，加快道路建设进度……如果因为资金原因导致进度缓慢，那么请先给老百姓修出一条小车、摩托车、行人正常出入的便道来。再次恳请领导，督促下这个事，为几个大队的百姓留出一条生命线出来。
					
					
				",0,7
254028,A00019993,A3区建工象山国际楼盘经常开工到深夜凌晨四五点,2019/9/20 5:54:28,"
					
					我是A市A3区象嘴路枫华府第小区f06栋的居民，自2018年以来，建工象山国际楼盘经常开工到深夜凌晨4-5点，渣土车、挖掘机已经吵得我们不能正常的休息，去年已经投诉过，城管回复是渣土车运送造成的，他们管不了，希望我们理解。但是今年2019年9月继续施工，现已是凌晨3点半，本人怀孕4个多月，一直被吵到烦躁不安。今年施工并不是渣土车噪音，而是吹大号一样施工轰鸣声！请领导关注，请相关责任部门管理到位，谢谢。
					
					
				",0,0
254045,A00019702,反映A市公交233终点站设置问题,2019/4/20 11:00:46,"
					
					A市公交233通车之前，一直都是说将终点站设置在A市A3区莲花镇桐木（s61岳临高速莲花收费站附近），可最终通车的时候却将终点站设置在莲花镇莲花桥处了。自公交233通车以后，莲花镇大部分往西站去的中巴运营车已停开，致使莲花镇桐木村、麻田、卯田、新菏、古塘等多处处于交通瘫痪状态，出门等中巴车需要等上大半天才能坐到车，坐公交233距离又太远，这种情况已经持续大半年时间。请问公交233是否有计划将终点站设置在A3区莲花镇桐木（s61岳临高速莲花收费站附近）？如有，计划何时设置？曾已在贵平台留言，回复很随意，未给出明确答复，望明确答复。谢谢
					
					
				",0,0
254053,A00043350,坚决反对岳路区万象府台调规,2019/9/11 10:54:43,"
					
					您好！我是万象府台的一名业主。2019年1月28日，农历小年前一天，A市自然资源和规划局公布了西地省天福房地产开发有限公司对万象府台（岳路天池）项目的调整变更，包括部分住宅调整为公寓式办公、入园大堂变为商业大堂，继而将出入口设在环线边上，试问全A市那个楼盘出入口在环线高架上，想怎么调规就怎么调纯粹一顿乱搞、轻钢玻璃采光井变为混凝土屋面、垃圾收集站和消防控制室面积减少等等，该调整遭到业主们的强烈反对，在3月7日举行的听证会上业主代表们阐述了反对理由，开发商的申请变更未通过。9月10日，中秋节的前三天，开发商卷土重来，提出了第二次申请调整，调整的内容与第一次大同小异。请问，在听证未通过的前提下，同样的调整变更内容是否能再次申请？申请的次数是否有限制？每到团圆佳节，开发商就出来给业主们添堵，是不是万象府台的业主们注定不能过好2019年了？开发商一边擅自调整、未批先建，一边无限拖延、没完没了的调规，万象府台的业主们多次投诉无果，多次反映调规的负面影响无用。作为厉害关系人我们坚决反对万象府台（宝能万象公园）调整规划，请政府管理这种不良企业，为普通百姓做主。
					
					
				",0,10
254056,A00043579,反映C4市收取城市垃圾处理费不平等的问题,2019/11/15 11:44:12,"
					
					我们是梅家田社区辖区内的小区居民，我们每年都依法依规向小区物业公司交纳了城市垃圾处理费。我也认为，环卫局收取城市垃圾处理费是合法合规，并且有利于环境改善的，对此我们一直支持。但这个问题我也有几点意见向您提一下：一、据我所知，我们附近的有滨江新外滩小区、雅优翠园小区物业公司没有向业主代收城市垃圾处理费。两个小区的业主也从未交过城市垃圾处理费。二、同一个小区，有的业主坚持不交城市垃圾处理费，物业也无可奈何。以上两个问题确实影响到我们交城市垃圾处理费的意见，我们所在的物业公司也未给出满意的答复。但我咨询过相关专业人员，确实这是现实情况，环卫局也力不从心。但我希望，关于城市垃圾处理费的问题，加大宣传力度，以及执法力度，对拒不代收的小区物业公司、小区业主拿出实际办法予以处理。对一直积极配合代收城市垃圾处理费的小区，给予肯定及鼓励。对此一直拒交城市垃圾处理费的居民或业主，给予惩治办法。我希A6区市垃圾的管理以及处理更为科学，希望垃圾分类工作，越做越好，也希望A8县在确实环保达标的情况下，垃圾焚烧发电项目早日推动建设，让垃圾科学化处理妥当。谢谢。
					
					
				",0,0
254063,A00051608,请问A市西湖街道茶场村五组这边有什么规划,2019/1/6 20:36:34,"
					
					胡书记，您好！我是西湖街道茶场村五组的村民！请问政府，我们这里是如何规划的？？我们剩下的这些村民该何去何从？？？？期盼政府的回应！！！
					
					
				",0,0
